market_id,symbol,feat_archetype,split,t_theta,t_e,entry_price,capped10d_return,y_hedged,realized_abs_move,relevance_grade,alpha_score,alpha_dir,full_window_return
551650,USO,military_escalation+energy_beneficiary,train,2025-06-14 21:00:00+00:00,2025-07-31 00:00:00+00:00,78.58999633789062,-0.05929502799159847,-0.08413413318873175,0.09000250699123391,0.7200000000000001,-0.08294666558504105,short,0.012724265766607123
551650,XLE,military_escalation+energy_beneficiary,train,2025-06-14 21:00:00+00:00,2025-07-31 00:00:00+00:00,43.91999816894531,-0.027094687530073713,-0.051933792727206995,0.040408599548835133,0.6400000000000001,-0.043133433908224106,short,-0.007172100178540308
553540,USO,military_escalation+energy_beneficiary,train,2025-06-18 20:00:00+00:00,2025-07-01 00:00:00+00:00,82.2699966430664,-0.11134066374715035,-0.1455030450090795,0.11267773211763787,0.7200000000000001,-0.11882024258375168,short,-0.10137348581736583
553540,XLE,military_escalation+energy_beneficiary,train,2025-06-18 20:00:00+00:00,2025-07-01 00:00:00+00:00,44.040000915527344,-0.03712538833426793,-0.07128776959619709,0.04019074525358646,0.6400000000000001,-0.07039930671453476,short,-0.029745716304677594
553569,USO,military_escalation+energy_beneficiary,train,2025-06-19 00:00:00+00:00,2025-06-30 23:00:00+00:00,83.12000274658203,-0.12042831816006028,-0.16008966487727938,0.11267773211763787,0.54,-0.12203139066696167,short,-0.10137348581736583
553569,XLE,military_escalation+energy_beneficiary,train,2025-06-19 00:00:00+00:00,2025-06-30 23:00:00+00:00,44.4900016784668,-0.046864527320956806,-0.08652587403817591,0.04019074525358646,0.48,-0.0766654908657074,short,-0.029745716304677594
554577,USO,military_escalation+energy_beneficiary,train,2025-06-21 22:00:00+00:00,2025-07-01 00:00:00+00:00,76.41000366210938,-0.04318810225884384,-0.07268064654250983,0.12175171333230228,0.7200000000000001,-0.07146856188774109,short,-0.03245652713092839
554577,XLE,military_escalation+energy_beneficiary,train,2025-06-21 22:00:00+00:00,2025-07-01 00:00:00+00:00,43.01499938964844,-0.014181114006905249,-0.04367365829057124,0.049898879230153126,0.6400000000000001,-0.03867585211992264,short,-0.006625592269116631
554676,USO,military_escalation+energy_beneficiary,train,2025-06-22 03:00:00+00:00,2025-06-30 00:00:00+00:00,76.41000366210938,-0.04096328664835058,-0.06555705175713167,0.12175171333230228,0.675,-0.08057685196399689,short,-0.04318810225884384
554676,XLE,military_escalation+energy_beneficiary,train,2025-06-22 03:00:00+00:00,2025-06-30 00:00:00+00:00,43.01499938964844,-0.008485362523505402,-0.03307912763228649,0.049898879230153126,0.6000000000000001,-0.0436752624809742,short,-0.014181114006905249
554707,USO,military_escalation+energy_beneficiary,train,2025-06-22 07:00:00+00:00,2025-06-30 00:00:00+00:00,76.41000366210938,-0.04096328664835058,-0.06555705175713167,0.12175171333230228,0.7200000000000001,-0.07080788910388947,short,-0.04318810225884384
554707,XLE,military_escalation+energy_beneficiary,train,2025-06-22 07:00:00+00:00,2025-06-30 00:00:00+00:00,43.01499938964844,-0.008485362523505402,-0.03307912763228649,0.049898879230153126,0.6400000000000001,-0.03159017860889435,short,-0.014181114006905249
555769,USO,military_escalation+energy_beneficiary,train,2025-06-25 22:00:00+00:00,2025-07-31 00:00:00+00:00,73.58999633789062,0.05027863516459541,0.03107520944709541,0.10544269014270946,0.7200000000000001,0.0006448125932365656,long,0.08566360644436699
555769,XLE,military_escalation+energy_beneficiary,train,2025-06-25 22:00:00+00:00,2025-07-31 00:00:00+00:00,42.875,0.039416877590880084,0.020213451873380084,0.054293781502048555,0.6400000000000001,-0.0028326823376119137,short,0.03158266075266769
555386,USO,military_escalation+energy_beneficiary,train,2025-07-07 06:00:00+00:00,2025-07-31 00:00:00+00:00,76.4800033569336,-0.011637120554104707,-0.02467125561715433,0.07780287650183082,0.2,-0.03166656941175461,short,0.04066413238036404
560832,USO,military_escalation+energy_beneficiary,train,2025-07-08 00:00:00+00:00,2025-07-31 00:00:00+00:00,76.95999908447266,-0.020919966599588946,-0.03465430281400628,0.05962339642314296,0.2,-0.03274838998913765,short,0.04066413238036404
563674,USO,military_escalation+energy_beneficiary,train,2025-07-16 11:00:00+00:00,2025-07-31 00:00:00+00:00,75.19000244140625,0.07780287650183082,0.06139832081612151,0.07680040679289801,0.13999999999999999,0.043480996042490005,long,0.0575338038633364
564105,USO,military_escalation+energy_beneficiary,train,2025-07-16 19:00:00+00:00,2025-07-31 00:00:00+00:00,75.19000244140625,0.07780287650183082,0.06139832081612151,0.07680040679289801,0.13999999999999999,0.03911953419446945,long,0.05851833692801356
567032,USO,military_escalation+energy_beneficiary,train,2025-07-24 22:00:00+00:00,2025-08-31 00:00:00+00:00,74.8499984741211,-0.02070802209701017,-0.02083361791071292,0.06505460396732543,0.27999999999999997,-0.017577841877937317,short,-0.016427915102652402
569179,LENZ,fda_approval+direct_company,train,2025-07-29 17:00:00+00:00,2025-08-08 16:00:00+00:00,31.670000076293945,0.014208994458691615,0.054527364348194496,0.06918439509174013,0.95,0.09830506891012192,long,0.09504263409001124
569181,INSM,fda_approval+direct_company,train,2025-07-29 17:00:00+00:00,2025-08-12 16:00:00+00:00,105.0,0.07514285132998522,0.10593954563341568,0.10948402348548836,0.95,0.11138124763965607,long,0.17019050234840027
569182,TNXP,fda_approval+direct_company,train,2025-07-29 17:00:00+00:00,2025-08-15 16:00:00+00:00,42.630001068115234,0.4018296228997802,0.4259313145675706,0.30169134646798956,0.95,0.2732033431529999,long,0.20455071985742723
569186,TLX,fda_approval+direct_company,train,2025-07-29 17:00:00+00:00,2025-08-27 16:00:00+00:00,13.489999771118164,-0.19792439744961043,-0.17382270578182002,0.2249283907408608,0.95,-0.07207007706165314,short,-0.24759082351793427
569187,PGEN,fda_approval+direct_company,train,2025-07-29 17:00:00+00:00,2025-08-27 16:00:00+00:00,1.5700000524520874,0.1464967466115521,0.1705984382793425,1.696202603274287,0.95,0.12890014052391052,long,1.8980891966395128
569189,OTLK,fda_approval+direct_company,train,2025-07-29 18:00:00+00:00,2025-08-31 16:00:00+00:00,1.9700000286102295,0.0609136466072735,0.08501533827506391,0.5766169079577361,0.95,0.07755398005247116,long,-0.568020305275017
569190,SNY,fda_approval+direct_company,train,2025-07-29 18:00:00+00:00,2025-08-29 16:00:00+00:00,49.349998474121094,-0.02634243722909657,-0.0022407455613061567,0.0776071177872597,0.9,0.008187755942344666,long,0.002634266912559413
569996,USO,military_escalation+energy_beneficiary,train,2025-07-30 18:00:00+00:00,2025-08-15 00:00:00+00:00,81.04000091552734,-0.1058736640439839,-0.12231282855328174,0.0919799960724873,0.24,-0.07924208790063858,short,-0.10167815610415099
577960,USO,military_escalation+energy_beneficiary,train,2025-08-21 09:00:00+00:00,2025-08-31 00:00:00+00:00,74.12999725341797,0.009577756789137304,-0.0053699266070814655,0.03033192952605912,0.24,-0.010727684944868088,short,0.017954294819036987
567030,USO,military_escalation+energy_beneficiary,train,2025-08-24 14:00:00+00:00,2025-08-31 00:00:00+00:00,75.75,-0.01201324966481021,-0.016029028156402836,0.014871390935535134,0.24,-0.008058115839958191,short,-0.01201324966481021
580524,USO,military_escalation+energy_beneficiary,train,2025-08-24 19:00:00+00:00,2025-09-15 00:00:00+00:00,75.75,-0.031155123568997523,-0.04338923060145028,0.028403038101793454,0.24,-0.03290959820151329,short,-0.02006596228470503
583542,USO,military_escalation+energy_beneficiary,train,2025-08-29 18:00:00+00:00,2025-09-05 00:00:00+00:00,74.83999633789062,-0.008818760890033528,-0.015128360767934779,0.020202077560037557,0.24,-0.001294790650717914,short,-0.029529652493499148
583543,USO,military_escalation+energy_beneficiary,train,2025-08-29 18:00:00+00:00,2025-09-30 00:00:00+00:00,74.83999633789062,-0.00815062815079537,-0.03273784720621664,0.034689004312270955,0.24,-0.021983468905091286,short,-0.014564355842155097
585600,USO,military_escalation+energy_beneficiary,train,2025-09-02 06:00:00+00:00,2025-09-30 00:00:00+00:00,76.76000213623047,-0.014200155510035839,-0.04501524893451714,0.029529652493499148,0.32000000000000006,-0.029792092740535736,short,-0.03921315857819341
586140,USO,military_escalation+energy_beneficiary,train,2025-09-03 03:00:00+00:00,2025-09-15 00:00:00+00:00,74.83000183105469,-0.020312765405147037,-0.04154802050430473,0.05380412673103807,0.24,-0.02448873780667782,short,-0.032959858114734564
586141,USO,military_escalation+energy_beneficiary,train,2025-09-08 22:00:00+00:00,2025-09-30 00:00:00+00:00,73.38999938964844,0.02261893549413929,0.002813598904496617,0.05449063085503014,0.2,0.003266466548666358,long,0.009720688329314164
592869,USO,military_escalation+energy_beneficiary,train,2025-09-10 21:00:00+00:00,2025-09-30 00:00:00+00:00,73.0,0.05465750498314437,0.054018873979330806,0.030919523315505515,0.24,0.00786540936678648,long,-0.012849673353458435
598107,MU,earnings_beat+direct_company,train,2025-09-15 09:00:00+00:00,2025-09-30 16:00:00+00:00,157.77000427246094,0.03885396119681439,0.013206445244089204,0.07415890083921894,1.0,0.005849470850080252,long,0.1545286744235641
598105,FDS,earnings_beat+direct_company,train,2025-09-15 10:00:00+00:00,2025-09-25 07:00:00+00:00,344.42999267578125,-0.16917803400623876,-0.16787401585373762,0.20915319876664584,0.9,-0.09787067025899887,short,-0.17585578669751478
598111,JBL,earnings_beat+direct_company,train,2025-09-15 13:00:00+00:00,2025-10-02 11:00:00+00:00,216.05999755859375,-0.0071739473723611,-0.032821463325086286,0.09525366543119373,0.9,-0.031798817217350006,short,-0.0017124646920685382
598106,FDX,earnings_beat+direct_company,train,2025-09-15 19:00:00+00:00,2025-09-25 16:00:00+00:00,181.8614044189453,0.03571272451184804,0.0359097220134067,0.0182966747597324,1.0,0.014448774047195911,long,0.05374624878413492
598110,ACN,earnings_beat+direct_company,train,2025-09-15 19:00:00+00:00,2025-10-02 11:00:00+00:00,237.8699951171875,0.03838233098005728,0.012734815027332091,0.035465779122913155,1.0,2.037253580056131e-06,long,0.02719973663561759
599650,CASH,earnings_beat+direct_company,train,2025-09-16 03:00:00+00:00,2025-10-22 20:00:00+00:00,74.62000274658203,-0.008174759955761335,-0.013962615643687837,0.07147604570081623,1.0,-0.021570304408669472,short,-0.05310791973425777
599651,MLKN,earnings_beat+direct_company,train,2025-09-16 03:00:00+00:00,2025-09-30 20:00:00+00:00,20.18000030517578,-0.11694750122210196,-0.11108410122255563,0.17147046148613865,1.0,-0.1231585294008255,short,-0.14655594043145959
599652,PRGS,earnings_beat+direct_company,train,2025-09-16 03:00:00+00:00,2025-10-06 20:00:00+00:00,42.11000061035156,0.04322012986095336,0.008377854997703826,0.1262370143304814,1.0,-0.02176079899072647,short,0.13058169943426834
599653,CNXC,earnings_beat+direct_company,train,2025-09-16 03:00:00+00:00,2025-10-02 20:00:00+00:00,54.790000915527344,-0.1576929958984521,-0.19253527076170163,0.13963456280752617,1.0,-0.14609815180301666,short,-0.10029830591596689
599654,KMX,earnings_beat+direct_company,train,2025-09-16 03:00:00+00:00,2025-10-02 11:00:00+00:00,60.349998474121094,-0.2565037271521119,-0.24601568783032846,0.25753058639765536,1.0,-0.15307870507240295,short,-0.23750411964588092
599846,USO,military_escalation+energy_beneficiary,train,2025-09-16 07:00:00+00:00,2025-09-23 00:00:00+00:00,75.66999816894531,-0.029337931471157375,-0.0397016085248979,0.019399093990169147,0.12,-0.01892055757343769,short,0.011046741987620123
600573,USO,military_escalation+energy_beneficiary,train,2025-09-16 18:00:00+00:00,2025-09-30 00:00:00+00:00,75.66999816894531,-0.014272523552113947,-0.019848270030570436,0.03758578957240766,0.12,-0.02949562668800354,short,-0.025373307987382465
600574,USO,military_escalation+energy_beneficiary,train,2025-09-16 20:00:00+00:00,2025-09-22 00:00:00+00:00,75.66999816894531,-0.028412866101551693,-0.034018945203114104,0.028412866101551693,0.12,-0.02421177364885807,short,-0.029337931471157375
597961,USO,military_escalation+energy_beneficiary,train,2025-09-18 17:00:00+00:00,2025-09-30 00:00:00+00:00,74.69000244140625,-0.0013389489924582332,-0.0034830961389222814,0.02734420953693628,0.12,-0.022943779826164246,short,-0.012585385067347854
608501,USO,military_escalation+energy_beneficiary,train,2025-09-24 19:00:00+00:00,2025-09-30 00:00:00+00:00,76.38999938964844,-0.023563333762792626,-0.02746594635562627,0.026249080762195343,0.12,-0.01739027351140976,short,-0.034559489602590365
613052,JPM,earnings_beat+direct_company,train,2025-09-26 16:00:00+00:00,2025-10-14 00:00:00+00:00,316.05999755859375,-0.04799716201777138,-0.01643383591909464,0.04007017728331741,1.0,-0.03151189163327217,short,-0.044232142929560014
613046,XOM,earnings_beat+direct_company,train,2025-09-26 17:00:00+00:00,2025-10-31 00:00:00+00:00,117.22000122070312,-0.055365959701280776,0.018228961488871653,0.04282374863800886,1.0,0.008995600044727325,long,-0.024398571750282816
613049,LEVI,earnings_beat+direct_company,train,2025-09-26 17:00:00+00:00,2025-10-09 00:00:00+00:00,23.020000457763672,0.0712423699841993,0.08505077482619594,0.08110479722859987,1.0,0.05305689573287964,long,0.06602955810329014
613050,PEP,earnings_beat+direct_company,train,2025-09-26 17:00:00+00:00,2025-10-09 00:00:00+00:00,140.44000244140625,-0.011392808855747338,-0.009212226878557828,0.023013159397094585,1.0,-0.00524187320843339,short,0.030404473071997007
613051,DAL,earnings_beat+direct_company,train,2025-09-26 17:00:00+00:00,2025-10-09 00:00:00+00:00,57.20000076293945,-0.0013986333913919013,-0.021125953293830935,0.026788801517488414,1.0,-0.01712280698120594,short,0.04143354720757819
613055,WFC,earnings_beat+direct_company,train,2025-09-26 17:00:00+00:00,2025-10-14 00:00:00+00:00,85.01000213623047,-0.08693093993581835,-0.055367613837141616,0.0794591671310626,1.0,-0.04353011026978493,short,-0.005293548598147013
613056,GS,earnings_beat+direct_company,train,2025-09-26 17:00:00+00:00,2025-10-14 00:00:00+00:00,802.510009765625,-0.0475383782754365,-0.015975052176759763,0.038250571292618885,1.0,-0.009980909526348114,short,-0.03956336944541372
613057,C,earnings_beat+direct_company,train,2025-09-26 17:00:00+00:00,2025-10-14 00:00:00+00:00,103.41999816894531,-0.09176172917994851,-0.06019840308127178,0.08010968814299002,0.95,-0.027611052617430687,short,-0.034616146726346386
613066,DPZ,earnings_beat+direct_company,train,2025-09-26 17:00:00+00:00,2025-10-14 00:00:00+00:00,435.75,-0.06742399284638556,-0.021702052139297212,0.04120641851622564,0.95,-0.028824694454669952,short,-0.026437152068093828
613067,JNJ,earnings_beat+direct_company,train,2025-09-26 17:00:00+00:00,2025-10-14 00:00:00+00:00,179.7100067138672,0.061265339132539065,0.012483046805221276,0.0751139730177075,0.95,-0.014065236784517765,short,0.06198875395617476
614609,IBKR,earnings_beat+direct_company,train,2025-09-26 21:00:00+00:00,2025-10-16 00:00:00+00:00,68.80000305175781,0.024999905741496242,0.0521567723902393,0.09830610601927137,0.95,0.04029909893870354,long,0.036297546835907246
614613,BAC,earnings_beat+direct_company,train,2025-09-26 21:00:00+00:00,2025-10-15 00:00:00+00:00,52.41999816894531,-0.06791296609969677,-0.04075609945095371,0.0681861256659646,0.95,-0.025583680719137192,short,0.001340733500319713
614614,MS,earnings_beat+direct_company,train,2025-09-26 21:00:00+00:00,2025-10-15 00:00:00+00:00,161.16000366210938,-0.037416223891006295,-0.010259357242263234,0.05152707493941899,0.95,-0.018029099330306053,short,0.015864051442446847
614615,TSLA,earnings_beat+direct_company,train,2025-09-26 21:00:00+00:00,2025-10-22 00:00:00+00:00,443.2099914550781,-0.01649330497851531,0.01216591604621542,0.06110355139658463,0.95,0.013890234753489494,long,-0.0032470315522242776
614616,SCHW,earnings_beat+direct_company,train,2025-09-26 21:00:00+00:00,2025-10-16 00:00:00+00:00,96.88999938964844,-0.03509135666525931,-0.007934490016516249,0.036664571899931,0.95,-0.013654112815856934,short,-0.021474915587933685
614636,STZ,earnings_beat+direct_company,train,2025-09-26 21:00:00+00:00,2025-10-06 00:00:00+00:00,136.47000122070312,0.04198721826251295,0.043011438342266506,0.07328848254579556,0.95,0.016583360731601715,long,0.04694694665873533
614637,MKC,earnings_beat+direct_company,train,2025-09-26 21:00:00+00:00,2025-10-07 00:00:00+00:00,66.80000305175781,0.02230535622303864,0.030626973439781602,0.048858551947818185,0.95,0.02635042741894722,long,-0.0012175678139403345
614638,OMC,earnings_beat+direct_company,train,2025-09-26 21:00:00+00:00,2025-10-21 00:00:00+00:00,79.12999725341797,-0.03311001147639159,0.006620115833776752,0.05814400454377222,0.95,0.009153909981250763,long,0.021544399311700824
614639,CFG,earnings_beat+direct_company,train,2025-09-26 21:00:00+00:00,2025-10-15 00:00:00+00:00,53.650001525878906,-0.06337374518505579,-0.036216878536312724,0.07736981988526326,0.95,-0.0350627675652504,short,-0.03147246668339376
614644,ABT,earnings_beat+direct_company,train,2025-09-26 21:00:00+00:00,2025-10-15 00:00:00+00:00,133.11000061035156,-0.012996737432247607,-0.05751478984927816,0.01624858194952139,0.95,-0.027533821761608124,short,-0.030700157318054533
614647,KMI,earnings_beat+direct_company,train,2025-09-26 21:00:00+00:00,2025-10-22 00:00:00+00:00,28.3700008392334,-0.03630598012605979,0.007104935331971651,0.039347704325658595,0.95,-0.006586023140698671,short,-0.02304146187966538
617259,USO,military_escalation+energy_beneficiary,train,2025-10-03 05:00:00+00:00,2025-10-31 00:00:00+00:00,71.70999908447266,-0.05201500174536633,-0.04481246866014654,0.052138709941280115,0.32000000000000006,-0.021863440051674843,short,0.014257710791348632
619541,STT,earnings_beat+direct_company,train,2025-10-03 23:00:00+00:00,2025-10-17 00:00:00+00:00,116.9000015258789,-0.03378960244720164,0.002337071926053147,0.04622785169605226,0.95,0.0035890492144972086,long,-0.04304858760158459
619556,BLK,earnings_beat+direct_company,train,2025-10-04 00:00:00+00:00,2025-10-14 00:00:00+00:00,1179.27001953125,-0.020478791128482943,-0.0011119214683043,0.02440785867443973,0.95,0.009553983807563782,long,0.028922511656043648
620069,GBCI,earnings_beat+direct_company,train,2025-10-04 01:00:00+00:00,2025-10-16 00:00:00+00:00,48.470001220703125,-0.009284108760188037,-0.0007180179233677864,0.04129483130274647,0.95,-0.014985933899879456,short,-0.06515873581926424
619549,USB,earnings_beat+direct_company,train,2025-10-04 03:00:00+00:00,2025-10-16 00:00:00+00:00,47.720001220703125,-0.02661358812398118,-0.01804749728716093,0.05804037722570965,0.95,-0.019778402522206306,short,-0.05034321165610234
619852,UNTY,earnings_beat+direct_company,train,2025-10-04 04:00:00+00:00,2025-10-10 00:00:00+00:00,49.52000045776367,0.014135718022387556,0.021212087905374433,0.038246895382891166,0.95,0.012502139434218407,long,-0.03617945087128016
619857,AZZ,earnings_beat+direct_company,train,2025-10-04 04:00:00+00:00,2025-10-08 00:00:00+00:00,106.94000244140625,-0.017392935925643727,-0.011720242989952334,0.03035896310919961,0.95,-0.004531830549240112,short,-0.02242318209457117
619980,RELL,earnings_beat+direct_company,train,2025-10-04 04:00:00+00:00,2025-10-08 00:00:00+00:00,9.619999885559082,0.0228690508987488,0.029545036249887136,0.02606882127447485,0.95,0.031223438680171967,long,0.10636073908863342
619983,RGP,earnings_beat+direct_company,train,2025-10-04 04:00:00+00:00,2025-10-08 00:00:00+00:00,4.920000076293945,-0.014227676946319434,-0.008554984010628042,0.022177446102500387,0.95,-0.002125021070241928,short,-0.0020161751622832513
620038,BYRN,earnings_beat+direct_company,train,2025-10-04 04:00:00+00:00,2025-10-09 00:00:00+00:00,23.1299991607666,-0.014267182692587532,-0.017232382464389406,0.023451273024377217,0.95,-0.002936017932370305,short,0.2225663139112639
619984,APLD,earnings_beat+direct_company,train,2025-10-04 06:00:00+00:00,2025-10-09 00:00:00+00:00,27.709999084472656,0.008300305203324365,-0.002443770847836868,0.0531473731970864,0.95,-0.009641735814511776,short,0.10403317593094319
620032,NRIX,earnings_beat+direct_company,train,2025-10-04 06:00:00+00:00,2025-10-09 00:00:00+00:00,9.949999809265137,0.003015048597614811,0.0003089744728459465,0.06396582307836907,0.95,0.006768983788788319,long,0.15778246526434514
619538,KEY,earnings_beat+direct_company,train,2025-10-04 07:00:00+00:00,2025-10-16 00:00:00+00:00,18.540000915527344,-0.04368939230270674,-0.03512330146588649,0.07675783479575349,0.98,-0.025362253189086914,short,-0.0993021233203839
620048,FAST,earnings_beat+direct_company,train,2025-10-04 07:00:00+00:00,2025-10-13 00:00:00+00:00,47.779998779296875,-0.041858519277874096,-0.008144790007518221,0.04385969594760131,0.98,-0.01203959807753563,short,-0.11591476844716408
620023,NEOG,earnings_beat+direct_company,train,2025-10-04 09:00:00+00:00,2025-10-09 00:00:00+00:00,5.630000114440918,0.03374778922883315,0.031041715104064282,0.07755772188606247,0.95,0.02202366292476654,long,0.11881192637413895
619557,TFC,earnings_beat+direct_company,train,2025-10-04 20:00:00+00:00,2025-10-17 00:00:00+00:00,45.33000183105469,-0.0935363226824768,-0.05740964830922202,0.09731986512799395,0.98,-0.03664957359433174,short,-0.06022508816806005
620052,SFBS,earnings_beat+direct_company,train,2025-10-05 17:00:00+00:00,2025-10-20 00:00:00+00:00,82.36000061035156,-0.08681400525609329,-0.058508596761338016,0.07791887125220454,0.95,-0.035296812653541565,short,-0.07357937729097208
