trade_id,run_id,portfolio,strategy_branch,resolution,direction,market_id,event_id,question,symbol,asset_name,pass_number,trigger_at,entry_at,entry_price,quantity,entry_commission,initial_stop,exit_at,exit_price,exit_commission,exit_reason,final_mark_price,maximum_price,minimum_price,final_outcome,predicted_target_price,gross_profit,net_profit,maximum_profit,maximum_loss,stop_history,graph_path,created_at,range_period,range_multiplier,parameter_selection,price_policy,anchor_close_at,anchor_close_price,exit_decision_at,exit_decision_price,holding_days,duplicate_suppression_count
4fe58352-97bc-4ab4-b386-299971508359,339084de-3ab2-4548-b06b-350feff0a376,machine_learning,machine_learning,1d,long,580524,39402,Israel strikes Yemen again by September 15?,NOC,Northrop Grumman Corporation Common Stock,1,2025-08-24 19:00:00+00:00,2025-08-25 13:30:00+00:00,592.0,1.6891891891891893,1.0,574.24,2025-09-10 13:30:00+00:00,571.239990234375,1.0,daily_close_trailing_stop,,593.02001953125,571.6300048828125,Yes,610.3669795210818,-35.06758406355574,-37.418616324003274,1.7230059649493243,-34.408775535789694,"[{""stop"": 574.24, ""timestamp"": ""2025-08-25 13:30:00+00:00""}, {""stop"": 574.24, ""timestamp"": ""2025-08-25 13:30:00+00:00""}, {""stop"": 574.24, ""timestamp"": ""2025-08-26 13:30:00+00:00""}, {""stop"": 574.24, ""timestamp"": ""2025-08-27 13:30:00+00:00""}, {""stop"": 574.24, ""timestamp"": ""2025-08-28 13:30:00+00:00""}, {""stop"": 574.24, ""timestamp"": ""2025-08-29 13:30:00+00:00""}, {""stop"": 574.24, ""timestamp"": ""2025-09-02 13:30:00+00:00""}, {""stop"": 574.24, ""timestamp"": ""2025-09-03 13:30:00+00:00""}, {""stop"": 574.24, ""timestamp"": ""2025-09-04 13:30:00+00:00""}, {""stop"": 574.24, ""timestamp"": ""2025-09-05 13:30:00+00:00""}, {""stop"": 574.24, ""timestamp"": ""2025-09-08 13:30:00+00:00""}, {""stop"": 574.24, ""timestamp"": ""2025-09-09 13:30:00+00:00""}]",C:\Users\Liran\PycharmProjects\my_traders\main_backtesting\output\runs\339084de-3ab2-4548-b06b-350feff0a376\graphs\trades\machine_learning_580524_pass_1_NOC_4fe58352-97bc-4ab4-b386-299971508359.png,2026-06-23 21:42:06.191014+00:00,14,-0.03,"{""hedge"": {""symbol"": ""XLI"", ""leg_net"": -0.35103226044753, ""exit_price"": 151.36000061035156, ""entry_price"": 151.61000061035156, ""beneficiary_net"": -37.06758406355574}}",daily_close_to_close,2025-08-22 13:30:00+00:00,592.4400024414062,2025-09-09 20:00:00+00:00,571.6300048828125,16,0
6c51ca4f-132a-4d72-80a8-2092e1e17ad8,339084de-3ab2-4548-b06b-350feff0a376,machine_learning,machine_learning,1d,long,580524,39402,Israel strikes Yemen again by September 15?,RTX,RTX Corporation Common Stock,1,2025-08-24 19:00:00+00:00,2025-08-25 13:30:00+00:00,156.6300048828125,6.384472762726276,1.0,151.93110473632814,2025-09-10 13:30:00+00:00,152.0,1.0,daily_close_trailing_stop,,160.66000366210938,151.75,Yes,161.69134370518108,-29.560140065606067,-31.911172326053595,25.729417440241036,-31.156258256287636,"[{""stop"": 151.93110473632814, ""timestamp"": ""2025-08-25 13:30:00+00:00""}, {""stop"": 151.93110473632814, ""timestamp"": ""2025-08-25 13:30:00+00:00""}, {""stop"": 151.93110473632814, ""timestamp"": ""2025-08-26 13:30:00+00:00""}, {""stop"": 151.93110473632814, ""timestamp"": ""2025-08-27 13:30:00+00:00""}, {""stop"": 151.93110473632814, ""timestamp"": ""2025-08-28 13:30:00+00:00""}, {""stop"": 151.93110473632814, ""timestamp"": ""2025-08-29 13:30:00+00:00""}, {""stop"": 151.93110473632814, ""timestamp"": ""2025-09-02 13:30:00+00:00""}, {""stop"": 151.93110473632814, ""timestamp"": ""2025-09-03 13:30:00+00:00""}, {""stop"": 151.93110473632814, ""timestamp"": ""2025-09-04 13:30:00+00:00""}, {""stop"": 151.93110473632814, ""timestamp"": ""2025-09-05 13:30:00+00:00""}, {""stop"": 151.93110473632814, ""timestamp"": ""2025-09-08 13:30:00+00:00""}, {""stop"": 151.93110473632814, ""timestamp"": ""2025-09-09 13:30:00+00:00""}]",C:\Users\Liran\PycharmProjects\my_traders\main_backtesting\output\runs\339084de-3ab2-4548-b06b-350feff0a376\graphs\trades\machine_learning_580524_pass_1_RTX_6c51ca4f-132a-4d72-80a8-2092e1e17ad8.png,2026-06-23 21:42:06.541069+00:00,14,-0.03,"{""hedge"": {""symbol"": ""XLI"", ""leg_net"": -0.35103226044753, ""exit_price"": 151.36000061035156, ""entry_price"": 151.61000061035156, ""beneficiary_net"": -31.560140065606067}}",daily_close_to_close,2025-08-22 13:30:00+00:00,156.24000549316406,2025-09-09 20:00:00+00:00,151.75,16,0
0546fa92-3384-4abc-927b-f7dce17835e2,339084de-3ab2-4548-b06b-350feff0a376,machine_learning,machine_learning,1d,long,567030,33830,Houthi strike on Israel by August 31?,RTX,RTX Corporation Common Stock,1,2025-08-24 14:00:00+00:00,2025-08-25 13:30:00+00:00,156.6300048828125,6.384472762726276,1.0,151.93110473632814,2025-08-29 20:00:00+00:00,158.60000610351562,1.0,one_day_before_market_end,,160.66000366210938,156.27000427246094,Yes,157.4811378248255,12.577419136116616,5.939111010834118,25.729417440241036,-2.2984140913543856,"[{""stop"": 151.93110473632814, ""timestamp"": ""2025-08-25 13:30:00+00:00""}, {""stop"": 151.93110473632814, ""timestamp"": ""2025-08-25 13:30:00+00:00""}, {""stop"": 151.93110473632814, ""timestamp"": ""2025-08-26 13:30:00+00:00""}, {""stop"": 157.4811378248255, ""reason"": ""ml_predicted_target_locked"", ""timestamp"": ""2025-08-26 13:30:00+00:00""}, {""stop"": 157.4811378248255, ""timestamp"": ""2025-08-27 13:30:00+00:00""}, {""stop"": 157.4811378248255, ""timestamp"": ""2025-08-28 13:30:00+00:00""}, {""stop"": 157.4811378248255, ""timestamp"": ""2025-08-29 13:30:00+00:00""}]",C:\Users\Liran\PycharmProjects\my_traders\main_backtesting\output\runs\339084de-3ab2-4548-b06b-350feff0a376\graphs\trades\machine_learning_567030_pass_1_RTX_0546fa92-3384-4abc-927b-f7dce17835e2.png,2026-06-23 21:42:04.832617+00:00,14,-0.03,"{""hedge"": {""symbol"": ""XLI"", ""leg_net"": -4.638308125282498, ""exit_price"": 152.00999450683594, ""entry_price"": 151.61000061035156, ""beneficiary_net"": 10.577419136116616}}",daily_close_to_close,2025-08-22 13:30:00+00:00,156.24000549316406,2025-08-29 20:00:00+00:00,158.60000610351562,4,0
003ea417-159a-41f8-9245-00ce2b3eab54,339084de-3ab2-4548-b06b-350feff0a376,machine_learning,machine_learning,1d,long,580524,39402,Israel strikes Yemen again by September 15?,GD,General Dynamics Corporation Common Stock,1,2025-08-24 19:00:00+00:00,2025-08-25 13:30:00+00:00,319.8399963378906,3.1265633174393974,1.0,310.2447964477539,2025-09-12 20:00:00+00:00,326.1499938964844,1.0,daily_close_trailing_stop,,329.6199951171875,319.8399963378906,Yes,328.0836865735763,19.728606899831373,15.926474976977378,30.577785427951696,0.0,"[{""stop"": 310.2447964477539, ""timestamp"": ""2025-08-25 13:30:00+00:00""}, {""stop"": 310.2447964477539, ""timestamp"": ""2025-08-25 13:30:00+00:00""}, {""stop"": 310.2447964477539, ""timestamp"": ""2025-08-26 13:30:00+00:00""}, {""stop"": 310.2447964477539, ""timestamp"": ""2025-08-27 13:30:00+00:00""}, {""stop"": 310.2447964477539, ""timestamp"": ""2025-08-28 13:30:00+00:00""}, {""stop"": 310.2447964477539, ""timestamp"": ""2025-08-29 13:30:00+00:00""}, {""stop"": 310.2447964477539, ""timestamp"": ""2025-09-02 13:30:00+00:00""}, {""stop"": 310.2447964477539, ""timestamp"": ""2025-09-03 13:30:00+00:00""}, {""stop"": 310.2447964477539, ""timestamp"": ""2025-09-04 13:30:00+00:00""}, {""stop"": 310.2447964477539, ""timestamp"": ""2025-09-05 13:30:00+00:00""}, {""stop"": 310.2447964477539, ""timestamp"": ""2025-09-08 13:30:00+00:00""}, {""stop"": 310.2447964477539, ""timestamp"": ""2025-09-09 13:30:00+00:00""}, {""stop"": 310.2447964477539, ""timestamp"": ""2025-09-10 13:30:00+00:00""}, {""stop"": 310.2447964477539, ""timestamp"": ""2025-09-11 13:30:00+00:00""}, {""stop"": 328.0836865735763, ""reason"": ""ml_predicted_target_locked"", ""timestamp"": ""2025-09-11 13:30:00+00:00""}, {""stop"": 328.0836865735763, ""timestamp"": ""2025-09-12 13:30:00+00:00""}]",C:\Users\Liran\PycharmProjects\my_traders\main_backtesting\output\runs\339084de-3ab2-4548-b06b-350feff0a376\graphs\trades\machine_learning_580524_pass_1_GD_003ea417-159a-41f8-9245-00ce2b3eab54.png,2026-06-23 21:42:05.615034+00:00,14,-0.03,"{""hedge"": {""symbol"": ""XLI"", ""leg_net"": -1.8021319228539943, ""exit_price"": 151.5800018310547, ""entry_price"": 151.61000061035156, ""beneficiary_net"": 17.728606899831373}}",daily_close_to_close,2025-08-22 13:30:00+00:00,319.6099853515625,2025-09-12 20:00:00+00:00,326.1499938964844,18,0
132e561c-a668-40d5-ba02-589261a80d0f,339084de-3ab2-4548-b06b-350feff0a376,machine_learning,machine_learning,1d,long,580524,39402,Israel strikes Yemen again by September 15?,LMT,Lockheed Martin Corporation Common Stock,1,2025-08-24 19:00:00+00:00,2025-08-25 13:30:00+00:00,447.07000732421875,2.236786148963896,1.0,433.6579071044922,2025-09-04 13:30:00+00:00,450.9599914550781,1.0,ml_predicted_target_lock,,456.17999267578125,447.07000732421875,Yes,450.79096176658396,8.70106262359561,5.492534932179632,20.377089051638986,0.0,"[{""stop"": 433.6579071044922, ""timestamp"": ""2025-08-25 13:30:00+00:00""}, {""stop"": 433.6579071044922, ""timestamp"": ""2025-08-25 13:30:00+00:00""}, {""stop"": 433.6579071044922, ""timestamp"": ""2025-08-26 13:30:00+00:00""}, {""stop"": 450.79096176658396, ""reason"": ""ml_predicted_target_locked"", ""timestamp"": ""2025-08-26 13:30:00+00:00""}, {""stop"": 450.79096176658396, ""timestamp"": ""2025-08-27 13:30:00+00:00""}, {""stop"": 450.79096176658396, ""timestamp"": ""2025-08-28 13:30:00+00:00""}, {""stop"": 450.79096176658396, ""timestamp"": ""2025-08-29 13:30:00+00:00""}, {""stop"": 450.79096176658396, ""timestamp"": ""2025-09-02 13:30:00+00:00""}, {""stop"": 450.79096176658396, ""timestamp"": ""2025-09-03 13:30:00+00:00""}]",C:\Users\Liran\PycharmProjects\my_traders\main_backtesting\output\runs\339084de-3ab2-4548-b06b-350feff0a376\graphs\trades\machine_learning_580524_pass_1_LMT_132e561c-a668-40d5-ba02-589261a80d0f.png,2026-06-23 21:42:05.922661+00:00,14,-0.03,"{""hedge"": {""symbol"": ""XLI"", ""leg_net"": -1.2085276914159775, ""exit_price"": 151.49000549316406, ""entry_price"": 151.61000061035156, ""beneficiary_net"": 6.701062623595609}}",daily_close_to_close,2025-08-22 13:30:00+00:00,446.20001220703125,2025-09-03 20:00:00+00:00,449.05999755859375,10,0
d0d78a04-053e-4503-a715-b29dda201ec5,339084de-3ab2-4548-b06b-350feff0a376,machine_learning,machine_learning,1d,long,583543,40672,Israel strike on Yemen by September 30?,NOC,Northrop Grumman Corporation Common Stock,1,2025-08-29 18:00:00+00:00,2025-09-02 13:30:00+00:00,591.8800048828125,1.6895316478852702,1.0,574.1236047363282,2025-09-10 13:30:00+00:00,571.239990234375,1.0,daily_close_trailing_stop,,591.8800048828125,571.6300048828125,Yes,611.5645493146109,-34.871957961350724,-44.18547459744441,0.0,-34.213015869676724,"[{""stop"": 574.1236047363282, ""timestamp"": ""2025-09-02 13:30:00+00:00""}, {""stop"": 574.1236047363282, ""timestamp"": ""2025-09-02 13:30:00+00:00""}, {""stop"": 574.1236047363282, ""timestamp"": ""2025-09-03 13:30:00+00:00""}, {""stop"": 574.1236047363282, ""timestamp"": ""2025-09-04 13:30:00+00:00""}, {""stop"": 574.1236047363282, ""timestamp"": ""2025-09-05 13:30:00+00:00""}, {""stop"": 574.1236047363282, ""timestamp"": ""2025-09-08 13:30:00+00:00""}, {""stop"": 574.1236047363282, ""timestamp"": ""2025-09-09 13:30:00+00:00""}]",C:\Users\Liran\PycharmProjects\my_traders\main_backtesting\output\runs\339084de-3ab2-4548-b06b-350feff0a376\graphs\trades\machine_learning_583543_pass_1_NOC_d0d78a04-053e-4503-a715-b29dda201ec5.png,2026-06-23 21:42:08.390454+00:00,14,-0.03,"{""hedge"": {""symbol"": ""XLI"", ""leg_net"": -7.313516636093685, ""exit_price"": 151.36000061035156, ""entry_price"": 150.55999755859375, ""beneficiary_net"": -36.871957961350724}}",daily_close_to_close,2025-08-28 13:30:00+00:00,587.9000244140625,2025-09-09 20:00:00+00:00,571.6300048828125,8,0
f987c102-e8f8-45f3-ada8-ad18339439f4,339084de-3ab2-4548-b06b-350feff0a376,machine_learning,machine_learning,1d,long,583543,40672,Israel strike on Yemen by September 30?,USO,United States Oil Fund,1,2025-08-29 18:00:00+00:00,2025-09-02 13:30:00+00:00,76.08000183105469,13.1440585690393,1.0,73.79760177612305,2025-09-08 13:30:00+00:00,73.48999786376953,1.0,daily_close_trailing_stop,,76.76000213623047,72.62999725341797,Yes,78.64259685338436,-34.04316384004024,-51.41251942045714,8.937963838195067,-45.347062231910726,"[{""stop"": 73.79760177612305, ""timestamp"": ""2025-09-02 13:30:00+00:00""}, {""stop"": 73.79760177612305, ""timestamp"": ""2025-09-02 13:30:00+00:00""}, {""stop"": 73.79760177612305, ""timestamp"": ""2025-09-03 13:30:00+00:00""}, {""stop"": 73.79760177612305, ""timestamp"": ""2025-09-04 13:30:00+00:00""}, {""stop"": 73.79760177612305, ""timestamp"": ""2025-09-05 13:30:00+00:00""}]",C:\Users\Liran\PycharmProjects\my_traders\main_backtesting\output\runs\339084de-3ab2-4548-b06b-350feff0a376\graphs\trades\machine_learning_583543_pass_1_USO_f987c102-e8f8-45f3-ada8-ad18339439f4.png,2026-06-23 21:42:08.985436+00:00,14,-0.03,"{""hedge"": {""symbol"": ""SPY"", ""leg_net"": -15.369355580416894, ""exit_price"": 648.8300170898438, ""entry_price"": 640.27001953125, ""beneficiary_net"": -36.04316384004024}}",daily_close_to_close,2025-08-28 13:30:00+00:00,75.23999786376953,2025-09-05 20:00:00+00:00,72.62999725341797,6,0
2bb3318b-23cd-44d0-90dd-29ce5a9710f4,339084de-3ab2-4548-b06b-350feff0a376,machine_learning,machine_learning,1d,long,583543,40672,Israel strike on Yemen by September 30?,GD,General Dynamics Corporation Common Stock,1,2025-08-29 18:00:00+00:00,2025-09-02 13:30:00+00:00,324.3800048828125,3.0828040722216095,1.0,314.64860473632814,2025-09-29 13:30:00+00:00,335.0,1.0,one_day_before_market_end,,330.3399963378906,321.3299865722656,Yes,338.53639929675404,32.739364194239236,12.201070267958972,18.37348592812084,-9.40260886810438,"[{""stop"": 314.64860473632814, ""timestamp"": ""2025-09-02 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-02 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-03 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-04 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-05 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-08 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-09 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-10 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-11 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-12 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-15 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-16 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-17 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-18 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-19 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-22 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-23 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-24 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-25 13:30:00+00:00""}, {""stop"": 314.64860473632814, ""timestamp"": ""2025-09-26 13:30:00+00:00""}]",C:\Users\Liran\PycharmProjects\my_traders\main_backtesting\output\runs\339084de-3ab2-4548-b06b-350feff0a376\graphs\trades\machine_learning_583543_pass_1_GD_2bb3318b-23cd-44d0-90dd-29ce5a9710f4.png,2026-06-23 21:42:07.786614+00:00,14,-0.03,"{""hedge"": {""symbol"": ""XLI"", ""leg_net"": -18.538293926280264, ""exit_price"": 153.0500030517578, ""entry_price"": 150.55999755859375, ""beneficiary_net"": 30.739364194239236}}",daily_close_to_close,2025-08-28 13:30:00+00:00,324.9100036621094,,,27,0
b6ca0a98-3d4a-4397-989c-41df0a7f8656,339084de-3ab2-4548-b06b-350feff0a376,machine_learning,machine_learning,1d,long,583543,40672,Israel strike on Yemen by September 30?,LMT,Lockheed Martin Corporation Common Stock,1,2025-08-29 18:00:00+00:00,2025-09-02 13:30:00+00:00,453.79998779296875,2.2036139861163173,1.0,440.1859881591797,2025-09-29 13:30:00+00:00,497.0,1.0,one_day_before_market_end,,487.44000244140625,449.05999755859375,Yes,466.8576551723049,95.1961510998097,74.65785717352944,74.12960677245466,-10.445108774523511,"[{""stop"": 440.1859881591797, ""timestamp"": ""2025-09-02 13:30:00+00:00""}, {""stop"": 440.1859881591797, ""timestamp"": ""2025-09-02 13:30:00+00:00""}, {""stop"": 440.1859881591797, ""timestamp"": ""2025-09-03 13:30:00+00:00""}, {""stop"": 440.1859881591797, ""timestamp"": ""2025-09-04 13:30:00+00:00""}, {""stop"": 440.1859881591797, ""timestamp"": ""2025-09-05 13:30:00+00:00""}, {""stop"": 440.1859881591797, ""timestamp"": ""2025-09-08 13:30:00+00:00""}, {""stop"": 440.1859881591797, ""timestamp"": ""2025-09-09 13:30:00+00:00""}, {""stop"": 440.1859881591797, ""timestamp"": ""2025-09-10 13:30:00+00:00""}, {""stop"": 440.1859881591797, ""timestamp"": ""2025-09-11 13:30:00+00:00""}, {""stop"": 466.8576551723049, ""reason"": ""ml_predicted_target_locked"", ""timestamp"": ""2025-09-11 13:30:00+00:00""}, {""stop"": 466.8576551723049, ""timestamp"": ""2025-09-12 13:30:00+00:00""}, {""stop"": 466.8576551723049, ""timestamp"": ""2025-09-15 13:30:00+00:00""}, {""stop"": 466.8576551723049, ""timestamp"": ""2025-09-16 13:30:00+00:00""}, {""stop"": 466.8576551723049, ""timestamp"": ""2025-09-17 13:30:00+00:00""}, {""stop"": 466.8576551723049, ""timestamp"": ""2025-09-18 13:30:00+00:00""}, {""stop"": 466.8576551723049, ""timestamp"": ""2025-09-19 13:30:00+00:00""}, {""stop"": 466.8576551723049, ""timestamp"": ""2025-09-22 13:30:00+00:00""}, {""stop"": 466.8576551723049, ""timestamp"": ""2025-09-23 13:30:00+00:00""}, {""stop"": 466.8576551723049, ""timestamp"": ""2025-09-24 13:30:00+00:00""}, {""stop"": 466.8576551723049, ""timestamp"": ""2025-09-25 13:30:00+00:00""}, {""stop"": 466.8576551723049, ""timestamp"": ""2025-09-26 13:30:00+00:00""}]",C:\Users\Liran\PycharmProjects\my_traders\main_backtesting\output\runs\339084de-3ab2-4548-b06b-350feff0a376\graphs\trades\machine_learning_583543_pass_1_LMT_b6ca0a98-3d4a-4397-989c-41df0a7f8656.png,2026-06-23 21:42:08.084826+00:00,14,-0.03,"{""hedge"": {""symbol"": ""XLI"", ""leg_net"": -18.538293926280264, ""exit_price"": 153.0500030517578, ""entry_price"": 150.55999755859375, ""beneficiary_net"": 93.1961510998097}}",daily_close_to_close,2025-08-28 13:30:00+00:00,456.17999267578125,,,27,0
3c45cf72-ea9a-4af3-baa6-71c286e063bb,339084de-3ab2-4548-b06b-350feff0a376,machine_learning,machine_learning,1d,long,583543,40672,Israel strike on Yemen by September 30?,RTX,RTX Corporation Common Stock,1,2025-08-29 18:00:00+00:00,2025-09-02 13:30:00+00:00,158.1999969482422,6.321112637740233,1.0,153.45399703979493,2025-09-10 13:30:00+00:00,152.0,1.0,daily_close_trailing_stop,,158.67999267578125,151.75,Yes,169.3072736812271,-39.19087906348457,-48.50439569957826,3.034107059408486,-40.771157222919626,"[{""stop"": 153.45399703979493, ""timestamp"": ""2025-09-02 13:30:00+00:00""}, {""stop"": 153.45399703979493, ""timestamp"": ""2025-09-02 13:30:00+00:00""}, {""stop"": 153.45399703979493, ""timestamp"": ""2025-09-03 13:30:00+00:00""}, {""stop"": 153.45399703979493, ""timestamp"": ""2025-09-04 13:30:00+00:00""}, {""stop"": 153.45399703979493, ""timestamp"": ""2025-09-05 13:30:00+00:00""}, {""stop"": 153.45399703979493, ""timestamp"": ""2025-09-08 13:30:00+00:00""}, {""stop"": 153.45399703979493, ""timestamp"": ""2025-09-09 13:30:00+00:00""}]",C:\Users\Liran\PycharmProjects\my_traders\main_backtesting\output\runs\339084de-3ab2-4548-b06b-350feff0a376\graphs\trades\machine_learning_583543_pass_1_RTX_3c45cf72-ea9a-4af3-baa6-71c286e063bb.png,2026-06-23 21:42:08.682533+00:00,14,-0.03,"{""hedge"": {""symbol"": ""XLI"", ""leg_net"": -7.313516636093685, ""exit_price"": 151.36000061035156, ""entry_price"": 150.55999755859375, ""beneficiary_net"": -41.19087906348457}}",daily_close_to_close,2025-08-28 13:30:00+00:00,160.66000366210938,2025-09-09 20:00:00+00:00,151.75,8,0
