snapshot_id,run_id,symbol,event_archetype,training_cutoff,training_event_ids,training_sample_count,status,feature_names,feature_means,feature_scales,classifier_coefficients,classifier_intercept,ridge_coefficients,ridge_intercept,hyperparameters,validation_metrics,created_at
1e228028-e419-4427-b856-e10a4535d9e8,5fb1a1cd-7513-4085-a0c4-499d66c205ab,XLE,military_escalation+energy_beneficiary,2024-08-01 19:00:00+00:00,[],0,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 07:27:25.347413+00:00
2ba85b6e-f64c-4468-9469-be54ea9f751a,5fb1a1cd-7513-4085-a0c4-499d66c205ab,USO,military_escalation+energy_beneficiary,2024-08-01 19:00:00+00:00,[],0,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 07:27:25.271747+00:00
874a384f-2ea0-4cc5-98e8-8de6e58dbe0f,5fb1a1cd-7513-4085-a0c4-499d66c205ab,USO,military_escalation+energy_beneficiary,2024-08-31 12:00:00.000001+00:00,"[""11804"", ""11804""]",2,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 07:25:00.892095+00:00
45acb546-a0be-4ba2-8697-0fd2f1ad8ca3,5fb1a1cd-7513-4085-a0c4-499d66c205ab,XLE,military_escalation+energy_beneficiary,2024-08-31 12:00:00.000001+00:00,"[""11804"", ""11804""]",2,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 07:25:00.928458+00:00
ab10160f-e60d-49f4-a5cb-1472029478aa,5fb1a1cd-7513-4085-a0c4-499d66c205ab,USO,military_escalation+energy_beneficiary,2024-10-01 17:00:00+00:00,"[""11804"", ""11804""]",2,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 07:27:25.643829+00:00
28fcbbe1-22db-47f3-886b-08dd7cb9fb5c,5fb1a1cd-7513-4085-a0c4-499d66c205ab,USO,military_escalation+energy_beneficiary,2024-10-02 18:00:00+00:00,"[""11804"", ""11804""]",2,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 07:27:25.785769+00:00
b42a11cf-0b28-4e06-8068-08c578d8d77d,5fb1a1cd-7513-4085-a0c4-499d66c205ab,XLE,military_escalation+energy_beneficiary,2024-10-02 18:00:00+00:00,"[""11804"", ""11804""]",2,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 07:27:25.847832+00:00
b020430d-1f1a-49b8-9a45-ad3fb7262257,5fb1a1cd-7513-4085-a0c4-499d66c205ab,XLE,military_escalation+energy_beneficiary,2024-10-07 22:00:00+00:00,"[""11804"", ""11804""]",2,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 07:27:25.979843+00:00
dafd5f26-f37d-4374-bf26-71bd16b862d0,5fb1a1cd-7513-4085-a0c4-499d66c205ab,USO,military_escalation+energy_beneficiary,2024-10-07 22:00:00+00:00,"[""11804"", ""11804""]",2,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 07:27:25.921878+00:00
93577c0e-8589-481b-8b6d-b8525b86e778,5fb1a1cd-7513-4085-a0c4-499d66c205ab,USO,military_escalation+energy_beneficiary,2024-10-12 10:00:00+00:00,"[""11804"", ""11804""]",2,insufficient_history,"[""asset_ytd_change"", ""sector_one_month_trend"", ""spy_two_week_trend"", ""asset_two_week_trend"", ""polymarket_probability_at_trigger"", ""polymarket_probability_slope_24h"", ""polymarket_time_to_resolution_days"", ""polymarket_crossing_latency_days"", ""polymarket_pre_entry_volume_log"", ""polymarket_probability_volatility"", ""query_runup_since_creation"", ""query_elapsed_fraction_at_crossing""]",{},{},null,,null,,{},{},2026-06-25 07:27:26.039731+00:00
